CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn
1188,39,Male,3,40.27,One-Year,None,120.81,Yes,No
1189,48,Female,17,64.95,Two-Year,Fiber Optic,1104.15,No,No
1190,30,Male,10,59.05,Month-to-Month,DSL,590.5,No,No
1191,43,Male,11,66.73,Month-to-Month,DSL,734.03,Yes,Yes
1192,25,Male,23,85.12,Two-Year,Fiber Optic,1957.76,Yes,No
1193,34,Male,30,96.11,Month-to-Month,Fiber Optic,2883.3,Yes,Yes
1194,45,Female,2,66.66,Month-to-Month,Fiber Optic,133.32,No,Yes
1195,22,Female,0,90.88,One-Year,Fiber Optic,0.0,Yes,No
1196,47,Male,72,58.77,Two-Year,DSL,4231.44,No,No
1197,41,Female,6,76.26,Month-to-Month,Fiber Optic,457.56,No,Yes
1198,48,Male,1,70.2,Two-Year,Fiber Optic,70.2,No,Yes
1199,44,Male,5,57.18,One-Year,DSL,285.9,No,Yes
1200,58,Female,0,53.62,Month-to-Month,DSL,0.0,No,No
1201,43,Female,11,50.32,Two-Year,DSL,553.52,No,No
1202,36,Male,38,63.43,Month-to-Month,DSL,2410.34,Yes,No
1203,43,Male,10,75.69,Month-to-Month,Fiber Optic,756.9,No,Yes
1204,48,Female,14,54.62,One-Year,DSL,764.68,No,No
1205,42,Male,27,57.58,Month-to-Month,DSL,1554.66,No,No
1206,42,Female,17,60.33,Month-to-Month,DSL,1025.61,No,No
1207,33,Male,47,41.13,Month-to-Month,None,1933.11,Yes,No
1208,34,Male,48,27.34,Month-to-Month,None,1312.32,No,Yes
1209,25,Female,0,71.53,Two-Year,DSL,0.0,Yes,No
1210,62,Female,36,51.54,One-Year,DSL,1855.44,No,No
1211,27,Female,14,63.9,Two-Year,DSL,894.6,Yes,No
1212,33,Female,72,74.66,Month-to-Month,Fiber Optic,5375.52,No,No
1213,33,Female,15,65.89,Month-to-Month,DSL,988.35,Yes,No
1214,52,Female,72,83.12,Month-to-Month,Fiber Optic,5984.64,No,No
1215,38,Female,33,72.36,Month-to-Month,Fiber Optic,2387.88,No,Yes
1216,56,Male,6,39.36,Month-to-Month,None,236.16,Yes,No
1217,33,Male,18,50.11,One-Year,DSL,901.98,No,No
1218,45,Male,72,20.0,Two-Year,None,1440.0,No,No
1219,31,Female,46,64.57,Two-Year,Fiber Optic,2970.22,No,No
1220,67,Female,2,65.16,Month-to-Month,DSL,130.32,Yes,No
1221,27,Female,29,70.28,Two-Year,Fiber Optic,2038.12,No,Yes
1222,45,Male,10,51.63,Month-to-Month,DSL,516.3,No,No
1223,49,Female,0,59.44,Month-to-Month,DSL,0.0,No,No
1224,46,Female,12,55.79,Two-Year,DSL,669.48,No,No
1225,39,Male,6,74.96,One-Year,Fiber Optic,449.76,No,No
1226,40,Female,41,88.92,Month-to-Month,Fiber Optic,3645.72,Yes,No
1227,42,Male,9,45.71,Month-to-Month,None,411.39,Yes,No
1228,40,Male,42,62.38,Month-to-Month,DSL,2619.96,Yes,No
1229,53,Female,0,42.11,One-Year,None,0.0,Yes,No
1230,68,Female,8,50.7,Month-to-Month,DSL,405.6,No,Yes
1231,35,Female,6,70.62,Two-Year,Fiber Optic,423.72,No,No
1232,25,Male,6,82.86,Month-to-Month,DSL,497.16,Yes,Yes
1233,40,Male,1,57.5,Month-to-Month,DSL,57.5,No,Yes
1234,72,Male,4,20.04,Month-to-Month,None,80.16,No,Yes
1235,32,Female,19,53.19,Month-to-Month,DSL,1010.61,No,No
1236,61,Female,8,75.61,Month-to-Month,Fiber Optic,604.88,No,No
1237,62,Female,12,71.66,One-Year,Fiber Optic,859.92,No,Yes
1238,35,Female,11,77.71,Two-Year,Fiber Optic,854.81,Yes,No
1239,48,Male,50,82.1,Two-Year,Fiber Optic,4105.0,Yes,No
1240,61,Male,56,75.41,Two-Year,Fiber Optic,4222.96,Yes,No
1241,37,Male,16,45.25,Two-Year,DSL,724.0,No,No
1242,39,Male,9,88.57,One-Year,Fiber Optic,797.13,Yes,No
1243,35,Female,2,22.43,Two-Year,None,44.86,No,No
1244,29,Female,72,72.69,Month-to-Month,DSL,5233.68,Yes,No
1245,34,Female,1,48.15,Month-to-Month,DSL,48.15,No,No
1246,27,Male,8,98.82,Month-to-Month,Fiber Optic,790.56,Yes,No
1247,42,Male,8,86.13,Month-to-Month,Fiber Optic,689.04,Yes,Yes
1248,32,Female,9,88.88,Month-to-Month,Fiber Optic,799.92,Yes,No
1249,44,Female,4,50.99,Two-Year,DSL,203.96,No,No
1250,23,Male,36,87.17,Month-to-Month,Fiber Optic,3138.12,Yes,No
1251,45,Female,3,55.72,Month-to-Month,DSL,167.16,No,Yes
1252,52,Male,24,92.88,Month-to-Month,Fiber Optic,2229.12,Yes,No
1253,18,Male,3,94.8,Month-to-Month,Fiber Optic,284.4,Yes,Yes
1254,46,Male,1,58.96,Month-to-Month,DSL,58.96,No,No
1255,56,Female,57,89.14,Month-to-Month,Fiber Optic,5080.98,Yes,No
1256,27,Female,5,29.27,Month-to-Month,None,146.35,No,No
1257,62,Male,41,86.75,Month-to-Month,Fiber Optic,3556.75,No,No
1258,47,Female,18,47.26,One-Year,None,850.68,Yes,No
1259,33,Male,1,81.12,One-Year,Fiber Optic,81.12,Yes,No
1260,41,Male,72,90.5,Month-to-Month,Fiber Optic,6516.0,Yes,No
1261,48,Male,6,53.32,Month-to-Month,DSL,319.92,No,Yes
1262,42,Male,47,54.32,Month-to-Month,DSL,2553.04,No,No
1263,48,Female,4,46.41,One-Year,DSL,185.64,No,Yes
1264,30,Male,46,72.94,Month-to-Month,Fiber Optic,3355.24,No,No
1265,44,Male,0,54.06,Month-to-Month,None,0.0,Yes,No
1266,25,Female,17,55.0,One-Year,DSL,935.0,No,No
1267,40,Male,35,62.54,Month-to-Month,Fiber Optic,2188.9,No,Yes
1268,31,Male,65,81.08,Month-to-Month,Fiber Optic,5270.2,No,Yes
1269,33,Female,57,80.45,Month-to-Month,Fiber Optic,4585.65,No,No
1270,56,Female,41,65.88,Two-Year,Fiber Optic,2701.08,No,No
1271,55,Female,52,84.23,Two-Year,Fiber Optic,4379.96,Yes,No
1272,49,Male,5,48.17,One-Year,DSL,240.85,No,No
1273,28,Female,8,52.65,Month-to-Month,DSL,421.2,No,Yes
1274,38,Female,8,52.49,Month-to-Month,None,419.92,Yes,No
1275,56,Male,11,48.28,Two-Year,DSL,531.08,No,No
1276,43,Male,11,54.59,Two-Year,DSL,600.49,Yes,No
1277,69,Male,18,29.68,Month-to-Month,None,534.24,No,Yes
1278,46,Male,4,49.15,Two-Year,DSL,196.6,No,Yes
1279,44,Male,28,95.99,Month-to-Month,Fiber Optic,2687.72,Yes,No
1280,38,Female,4,55.07,Month-to-Month,DSL,220.28,No,No
1281,43,Female,8,69.25,One-Year,Fiber Optic,554.0,No,Yes
1282,40,Female,16,60.23,Month-to-Month,DSL,963.68,No,Yes
1283,50,Male,38,63.54,Two-Year,DSL,2414.52,Yes,No
1284,53,Male,32,86.25,Month-to-Month,Fiber Optic,2760.0,Yes,No
1285,32,Male,24,95.77,Month-to-Month,Fiber Optic,2298.48,Yes,Yes
1286,26,Female,4,81.87,Two-Year,Fiber Optic,327.48,Yes,No
1287,19,Female,19,27.01,Two-Year,None,513.19,No,Yes
1288,48,Male,2,55.89,Month-to-Month,DSL,111.78,No,No
1289,28,Female,11,69.65,Month-to-Month,Fiber Optic,766.15,No,No
1290,18,Male,12,68.74,One-Year,Fiber Optic,824.88,No,No
1291,46,Female,0,30.02,Month-to-Month,None,0.0,No,Yes
1292,71,Female,7,48.62,Two-Year,DSL,340.34,No,No
1293,41,Female,72,73.23,Two-Year,Fiber Optic,5272.56,No,No
1294,52,Male,72,31.09,Month-to-Month,None,2238.48,No,Yes
1295,42,Female,10,59.27,Month-to-Month,DSL,592.7,No,No
1296,40,Female,1,45.05,Month-to-Month,None,45.05,Yes,No
1297,53,Male,4,67.75,Two-Year,DSL,271.0,Yes,No
1298,38,Female,11,76.99,Month-to-Month,Fiber Optic,846.89,No,No
1299,45,Male,70,30.07,Month-to-Month,None,2104.9,No,No
1300,45,Male,3,74.93,Month-to-Month,Fiber Optic,224.79,No,Yes
1301,33,Male,34,66.72,One-Year,Fiber Optic,2268.48,No,No
1302,53,Male,2,72.53,Month-to-Month,DSL,145.06,Yes,No
1303,39,Male,72,29.8,Month-to-Month,None,2145.6,No,No
1304,32,Female,11,78.74,Two-Year,Fiber Optic,866.14,Yes,No
1305,48,Male,35,54.48,Two-Year,DSL,1906.8,No,No
1306,31,Male,10,65.31,One-Year,Fiber Optic,653.1,No,No
1307,42,Male,23,87.89,Month-to-Month,Fiber Optic,2021.47,Yes,No
1308,41,Male,5,60.14,Month-to-Month,DSL,300.7,No,Yes
1309,55,Female,3,53.75,One-Year,DSL,161.25,No,No
1310,47,Male,66,69.76,Month-to-Month,DSL,4604.16,Yes,No
1311,41,Female,59,68.63,Two-Year,Fiber Optic,4049.17,No,No
1312,51,Male,52,72.1,One-Year,Fiber Optic,3749.2,No,No
1313,58,Female,23,67.42,Month-to-Month,Fiber Optic,1550.66,No,No
1314,48,Male,39,38.93,Two-Year,None,1518.27,Yes,No
1315,42,Male,1,47.77,Two-Year,None,47.77,Yes,No
1316,26,Female,9,71.7,Month-to-Month,Fiber Optic,645.3,No,Yes
1317,29,Male,9,68.41,Month-to-Month,DSL,615.69,Yes,No
1318,38,Female,24,72.29,Month-to-Month,Fiber Optic,1734.96,No,No
1319,34,Male,10,89.56,Month-to-Month,Fiber Optic,895.6,Yes,Yes
1320,39,Female,3,72.08,Month-to-Month,Fiber Optic,216.24,No,Yes
1321,42,Male,21,73.56,One-Year,Fiber Optic,1544.76,No,No
1322,48,Male,40,81.89,Two-Year,Fiber Optic,3275.6,Yes,No
1323,41,Female,11,48.87,Month-to-Month,None,537.57,Yes,No
1324,47,Male,3,49.75,Month-to-Month,DSL,149.25,No,No
1325,42,Male,5,69.63,One-Year,Fiber Optic,348.15,No,Yes
1326,18,Male,6,68.87,Month-to-Month,DSL,413.22,Yes,No
1327,30,Male,8,29.05,Two-Year,None,232.4,No,No
1328,40,Male,24,66.03,Month-to-Month,DSL,1584.72,Yes,Yes
1329,27,Male,22,59.58,Month-to-Month,DSL,1310.76,No,No
1330,49,Female,28,60.93,Month-to-Month,DSL,1706.04,No,No
1331,60,Female,10,80.8,One-Year,Fiber Optic,808.0,Yes,No
1332,56,Female,41,52.55,Month-to-Month,DSL,2154.55,No,No
1333,39,Male,5,82.97,One-Year,Fiber Optic,414.85,Yes,No
1334,59,Female,15,103.16,Month-to-Month,Fiber Optic,1547.4,Yes,No
1335,43,Male,38,67.85,Month-to-Month,DSL,2578.3,Yes,No
1336,37,Male,4,63.39,Month-to-Month,DSL,253.56,No,Yes
1337,34,Male,2,21.3,Two-Year,None,42.6,No,Yes
1338,38,Male,51,63.05,Two-Year,Fiber Optic,3215.55,No,No
1339,37,Female,10,86.57,Month-to-Month,Fiber Optic,865.7,Yes,Yes
1340,44,Male,27,85.77,Month-to-Month,Fiber Optic,2315.79,Yes,No
1341,43,Female,0,53.66,Month-to-Month,DSL,0.0,No,No
1342,42,Male,28,66.46,Month-to-Month,DSL,1860.88,Yes,No
1343,47,Female,9,50.9,Month-to-Month,DSL,458.1,No,No
1344,56,Female,1,45.71,Two-Year,None,45.71,Yes,No
1345,53,Female,22,32.51,Two-Year,None,715.22,No,No
1346,24,Female,6,94.75,Month-to-Month,Fiber Optic,568.5,Yes,No
1347,18,Female,11,57.62,Month-to-Month,DSL,633.82,No,No
1348,53,Female,2,63.42,Two-Year,DSL,126.84,Yes,No
1349,25,Male,3,60.76,Two-Year,DSL,182.28,Yes,No
1350,39,Female,8,85.23,Month-to-Month,Fiber Optic,681.84,Yes,Yes
1351,27,Male,2,71.81,Month-to-Month,DSL,143.62,Yes,No
1352,20,Female,58,39.13,Month-to-Month,None,2269.54,Yes,No
1353,48,Male,0,70.03,Month-to-Month,Fiber Optic,0.0,No,Yes
1354,51,Female,15,35.76,Month-to-Month,None,536.4,No,No
1355,35,Female,3,84.5,Month-to-Month,Fiber Optic,253.5,No,No
1356,18,Male,8,73.12,One-Year,Fiber Optic,584.96,No,Yes
1357,35,Female,62,80.53,Month-to-Month,Fiber Optic,4992.86,No,No
1358,46,Female,4,73.77,Month-to-Month,Fiber Optic,295.08,No,No
1359,24,Female,72,68.31,Month-to-Month,Fiber Optic,4918.32,No,Yes
1360,44,Male,5,70.25,Two-Year,Fiber Optic,351.25,No,No
1361,41,Female,32,70.06,Two-Year,Fiber Optic,2241.92,No,No
1362,48,Male,18,45.36,Month-to-Month,None,816.48,Yes,No
1363,43,Female,51,88.79,Month-to-Month,Fiber Optic,4528.29,Yes,No
1364,30,Female,19,71.83,Two-Year,Fiber Optic,1364.77,No,No
1365,56,Male,18,40.07,Month-to-Month,None,721.26,Yes,No
1366,40,Female,5,51.13,Month-to-Month,DSL,255.65,No,No
1367,41,Female,4,49.96,Month-to-Month,DSL,199.84,No,No
1368,30,Male,59,90.42,Month-to-Month,Fiber Optic,5334.78,Yes,No
1369,36,Female,9,84.56,Month-to-Month,Fiber Optic,761.04,Yes,No
1370,31,Male,11,23.92,Two-Year,None,263.12,No,No
1371,39,Male,34,67.9,One-Year,Fiber Optic,2308.6,No,No
1372,62,Male,9,88.7,Month-to-Month,Fiber Optic,798.3,Yes,Yes
1373,25,Female,72,60.81,Two-Year,Fiber Optic,4378.32,No,No
1374,22,Male,32,55.44,Month-to-Month,DSL,1774.08,No,No
1375,59,Male,21,96.24,Month-to-Month,Fiber Optic,2021.04,Yes,No
1376,39,Female,51,43.39,One-Year,None,2212.89,Yes,No
1377,33,Male,1,59.57,One-Year,DSL,59.57,No,No
1378,54,Female,7,96.67,Month-to-Month,Fiber Optic,676.69,Yes,No
1379,34,Female,15,78.89,Month-to-Month,Fiber Optic,1183.35,No,No
1380,63,Female,6,52.6,One-Year,DSL,315.6,No,No
1381,50,Female,32,52.36,One-Year,DSL,1675.52,No,No
1382,36,Male,60,32.13,One-Year,None,1927.8,No,No
1383,67,Male,13,73.04,Month-to-Month,Fiber Optic,949.52,No,No
1384,34,Male,10,60.59,Month-to-Month,DSL,605.9,Yes,No
1385,50,Male,72,72.46,Month-to-Month,DSL,5217.12,Yes,No
1386,45,Male,14,69.34,Month-to-Month,Fiber Optic,970.76,No,Yes
1387,57,Female,16,63.17,Two-Year,Fiber Optic,1010.72,No,No
1388,60,Male,10,90.0,Month-to-Month,Fiber Optic,900.0,Yes,Yes
1389,42,Male,57,54.52,Month-to-Month,DSL,3107.64,No,No
1390,32,Male,20,36.04,One-Year,None,720.8,Yes,No
1391,47,Female,34,90.83,Month-to-Month,Fiber Optic,3088.22,Yes,No
1392,33,Female,40,74.83,Month-to-Month,DSL,2993.2,Yes,No
1393,66,Male,10,62.42,Two-Year,Fiber Optic,624.2,No,No
1394,43,Female,13,73.23,Two-Year,Fiber Optic,951.99,No,No
1395,37,Male,45,35.34,One-Year,None,1590.3,Yes,No
1396,44,Male,10,55.59,Month-to-Month,None,555.9,Yes,No
1397,25,Female,37,64.55,One-Year,DSL,2388.35,Yes,No
1398,30,Female,67,29.19,One-Year,None,1955.73,No,No
1399,56,Male,23,80.54,Month-to-Month,Fiber Optic,1852.42,Yes,No
1400,34,Male,32,29.69,Month-to-Month,None,950.08,No,Yes
1401,29,Female,39,64.03,Two-Year,DSL,2497.17,Yes,No
1402,48,Male,44,74.57,Month-to-Month,Fiber Optic,3281.08,No,No
1403,56,Female,12,63.83,One-Year,DSL,765.96,Yes,No
1404,50,Male,1,25.27,Month-to-Month,None,25.27,No,No
1405,53,Female,12,75.65,Month-to-Month,DSL,907.8,Yes,No
1406,32,Male,26,90.15,Month-to-Month,Fiber Optic,2343.9,Yes,No
1407,24,Male,14,56.43,Two-Year,DSL,790.02,No,No
1408,60,Female,33,52.37,Month-to-Month,DSL,1728.21,No,No
1409,38,Male,10,72.83,Month-to-Month,Fiber Optic,728.3,No,No
1410,38,Male,24,32.37,One-Year,None,776.88,No,Yes
1411,57,Female,4,63.54,One-Year,Fiber Optic,254.16,No,No
1412,48,Male,33,21.54,Two-Year,None,710.82,No,No
1413,47,Male,18,75.49,Month-to-Month,DSL,1358.82,Yes,No
1414,67,Male,5,69.14,Month-to-Month,Fiber Optic,345.7,No,Yes
1415,34,Female,8,59.31,Two-Year,Fiber Optic,474.48,No,Yes
1416,53,Female,33,75.38,One-Year,DSL,2487.54,Yes,No
1417,42,Female,15,68.03,Month-to-Month,Fiber Optic,1020.45,No,Yes
1418,45,Male,5,90.92,Month-to-Month,Fiber Optic,454.6,Yes,No
1419,60,Male,72,81.31,Two-Year,Fiber Optic,5854.32,Yes,No
1420,48,Male,30,60.95,Month-to-Month,Fiber Optic,1828.5,No,No
1421,48,Male,72,69.98,One-Year,Fiber Optic,5038.56,No,No
1422,54,Female,13,72.24,Month-to-Month,DSL,939.12,Yes,No
1423,37,Male,15,71.77,Month-to-Month,DSL,1076.55,Yes,No
1424,31,Male,54,75.54,One-Year,Fiber Optic,4079.16,No,No
1425,29,Male,17,68.06,Month-to-Month,DSL,1157.02,Yes,No
1426,18,Female,29,58.56,Month-to-Month,DSL,1698.24,No,No
1427,66,Male,6,71.55,Month-to-Month,Fiber Optic,429.3,No,Yes
1428,28,Male,14,67.95,Month-to-Month,Fiber Optic,951.3,No,No
1429,39,Male,3,46.09,One-Year,DSL,138.27,No,No
1430,38,Male,5,60.92,Two-Year,Fiber Optic,304.6,No,No
1431,45,Male,0,76.05,One-Year,Fiber Optic,0.0,No,No
1432,51,Female,0,47.43,Month-to-Month,DSL,0.0,No,No
1433,52,Male,72,76.37,Month-to-Month,Fiber Optic,5498.64,No,Yes
1434,35,Male,6,73.67,Month-to-Month,Fiber Optic,442.02,No,No
1435,39,Male,26,67.04,Two-Year,Fiber Optic,1743.04,No,No
1436,45,Male,43,87.14,Two-Year,Fiber Optic,3747.02,Yes,No
1437,39,Male,19,61.03,Two-Year,DSL,1159.57,Yes,No
1438,61,Male,3,93.06,Month-to-Month,Fiber Optic,279.18,Yes,No
1439,47,Male,31,90.19,Month-to-Month,Fiber Optic,2795.89,Yes,No
1440,50,Male,22,44.24,Month-to-Month,None,973.28,Yes,No
1441,49,Male,31,41.5,Month-to-Month,None,1286.5,No,Yes
1442,56,Male,35,67.79,Month-to-Month,Fiber Optic,2372.65,No,No
1443,44,Female,72,55.3,Two-Year,DSL,3981.6,No,No
1444,26,Female,20,58.28,Month-to-Month,DSL,1165.6,No,No
1445,46,Female,10,52.6,Month-to-Month,DSL,526.0,No,Yes
1446,34,Female,25,83.15,Month-to-Month,Fiber Optic,2078.75,No,No
1447,35,Male,1,41.18,Two-Year,DSL,41.18,No,No
1448,49,Female,54,83.02,One-Year,Fiber Optic,4483.08,Yes,No
1449,56,Female,3,46.51,One-Year,DSL,139.53,No,No
1450,42,Male,9,28.85,Two-Year,None,259.65,No,No
1451,45,Female,40,64.43,Month-to-Month,DSL,2577.2,Yes,No
1452,62,Female,21,30.56,One-Year,None,641.76,No,No
1453,44,Male,12,29.07,Month-to-Month,None,348.84,No,Yes
1454,73,Male,15,87.6,Month-to-Month,Fiber Optic,1314.0,Yes,Yes
1455,48,Male,46,69.25,Two-Year,Fiber Optic,3185.5,No,No
1456,20,Female,9,84.22,One-Year,Fiber Optic,757.98,Yes,Yes
1457,51,Female,48,84.56,Month-to-Month,Fiber Optic,4058.88,Yes,No
1458,46,Male,2,69.01,Month-to-Month,DSL,138.02,No,No
1459,57,Male,35,52.56,Month-to-Month,DSL,1839.6,No,Yes
1460,50,Female,45,63.91,Month-to-Month,Fiber Optic,2875.95,No,Yes
1461,40,Male,4,70.79,Month-to-Month,Fiber Optic,283.16,No,No
1462,27,Female,13,83.66,Month-to-Month,Fiber Optic,1087.58,Yes,No
1463,39,Male,4,59.13,Month-to-Month,DSL,236.52,No,Yes
1464,31,Male,29,68.95,Two-Year,Fiber Optic,1999.55,No,No
1465,35,Female,18,56.99,Month-to-Month,DSL,1025.82,No,No
1466,49,Male,24,68.15,Month-to-Month,DSL,1635.6,Yes,Yes
1467,62,Male,5,53.6,Month-to-Month,DSL,268.0,No,Yes
1468,46,Male,5,47.83,Two-Year,DSL,239.15,No,No
1469,27,Female,1,54.59,Month-to-Month,DSL,54.59,No,Yes
1470,47,Male,9,34.18,Month-to-Month,None,307.62,No,Yes
1471,56,Male,19,71.68,Month-to-Month,DSL,1361.92,Yes,No
1472,34,Male,46,73.63,One-Year,Fiber Optic,3386.98,No,No
1473,40,Male,26,54.62,One-Year,DSL,1420.12,No,Yes
1474,42,Male,13,44.48,Two-Year,None,578.24,Yes,No
1475,32,Male,72,68.8,Two-Year,Fiber Optic,4953.6,No,No
1476,49,Female,30,53.95,One-Year,DSL,1618.5,No,Yes
1477,40,Female,63,76.9,One-Year,Fiber Optic,4844.7,No,No
1478,47,Male,17,71.67,Month-to-Month,Fiber Optic,1218.39,No,Yes
1479,31,Female,7,85.72,Month-to-Month,Fiber Optic,600.04,Yes,Yes
1480,36,Female,1,44.16,Two-Year,DSL,44.16,No,No
1481,50,Male,31,30.91,Month-to-Month,None,958.21,No,Yes
1482,37,Female,3,80.73,Month-to-Month,Fiber Optic,242.19,Yes,Yes
1483,62,Female,8,68.7,One-Year,DSL,549.6,Yes,No
1484,37,Female,18,89.45,Month-to-Month,Fiber Optic,1610.1,Yes,No
1485,44,Female,19,76.64,One-Year,Fiber Optic,1456.16,No,No
1486,53,Female,22,25.31,One-Year,None,556.82,No,No
1487,24,Female,4,73.98,Month-to-Month,Fiber Optic,295.92,No,No
1488,20,Female,11,72.55,Two-Year,Fiber Optic,798.05,No,No
1489,23,Female,23,61.92,Month-to-Month,DSL,1424.16,No,No
1490,57,Male,72,41.6,Month-to-Month,None,2995.2,Yes,No
1491,35,Male,31,75.91,Month-to-Month,Fiber Optic,2353.21,No,Yes
1492,72,Female,61,53.65,One-Year,DSL,3272.65,No,No
1493,35,Female,34,54.02,One-Year,DSL,1836.68,No,No
1494,44,Male,21,53.69,Month-to-Month,DSL,1127.49,No,No
1495,60,Female,5,34.59,One-Year,None,172.95,No,No
1496,66,Female,26,45.55,Month-to-Month,DSL,1184.3,No,No
1497,66,Male,23,79.1,Two-Year,Fiber Optic,1819.3,Yes,No
1498,56,Male,22,57.24,Month-to-Month,DSL,1259.28,No,No
1499,54,Male,16,87.67,One-Year,Fiber Optic,1402.72,Yes,No
1500,49,Female,18,96.76,Month-to-Month,Fiber Optic,1741.68,Yes,No
1501,51,Female,9,35.99,Month-to-Month,None,323.91,No,No
1502,35,Male,17,88.57,Month-to-Month,Fiber Optic,1505.69,Yes,No
1503,32,Male,5,46.35,Two-Year,None,231.75,Yes,No
1504,41,Female,39,86.43,Month-to-Month,Fiber Optic,3370.77,Yes,No
1505,39,Male,4,53.69,Two-Year,DSL,214.76,No,Yes
1506,36,Female,2,64.05,Month-to-Month,DSL,128.1,No,No
1507,50,Female,13,81.07,Month-to-Month,Fiber Optic,1053.91,No,Yes
1508,53,Male,25,45.53,Month-to-Month,None,1138.25,Yes,No
1509,43,Male,13,25.51,Two-Year,None,331.63,No,No
1510,59,Female,7,47.36,Month-to-Month,DSL,331.52,No,No
1511,28,Male,19,64.4,Two-Year,DSL,1223.6,Yes,No
1512,39,Male,10,44.48,Two-Year,DSL,444.8,No,No
1513,33,Male,64,23.43,Two-Year,None,1499.52,No,No
1514,19,Male,61,39.05,Month-to-Month,None,2382.05,Yes,No
1515,41,Female,16,69.06,One-Year,Fiber Optic,1104.96,No,No
1516,40,Female,9,71.12,One-Year,Fiber Optic,640.08,No,No
1517,60,Female,32,91.37,Month-to-Month,Fiber Optic,2923.84,Yes,No
1518,49,Female,0,82.65,One-Year,Fiber Optic,0.0,Yes,No
1519,29,Male,15,75.35,Month-to-Month,DSL,1130.25,Yes,No
1520,64,Male,9,88.96,Month-to-Month,Fiber Optic,800.64,Yes,Yes
1521,56,Female,60,51.06,Month-to-Month,DSL,3063.6,No,No
1522,48,Female,0,56.13,Month-to-Month,DSL,0.0,No,Yes
1523,39,Male,19,54.82,Month-to-Month,None,1041.58,Yes,No
1524,30,Female,32,76.68,Month-to-Month,Fiber Optic,2453.76,No,Yes
1525,37,Female,15,83.78,One-Year,Fiber Optic,1256.7,Yes,No
1526,55,Male,2,82.36,Month-to-Month,Fiber Optic,164.72,Yes,No
1527,64,Female,72,88.9,Month-to-Month,Fiber Optic,6400.8,Yes,No
1528,60,Male,17,76.17,Month-to-Month,Fiber Optic,1294.89,No,No
1529,36,Male,22,69.41,One-Year,Fiber Optic,1527.02,No,No
1530,28,Female,6,77.59,One-Year,Fiber Optic,465.54,Yes,No
1531,43,Male,15,81.46,One-Year,Fiber Optic,1221.9,Yes,No
1532,20,Female,13,59.16,One-Year,DSL,769.08,No,No
1533,45,Male,1,62.17,Month-to-Month,DSL,62.17,No,No
1534,40,Female,2,81.29,One-Year,Fiber Optic,162.58,Yes,No
1535,36,Female,43,73.36,Month-to-Month,DSL,3154.48,Yes,No
1536,22,Female,6,69.11,Month-to-Month,Fiber Optic,414.66,No,Yes
1537,48,Male,5,58.92,One-Year,DSL,294.6,No,No
1538,35,Male,16,71.23,Month-to-Month,DSL,1139.68,Yes,No
1539,27,Female,35,75.76,One-Year,Fiber Optic,2651.6,No,Yes
1540,18,Male,1,20.35,One-Year,None,20.35,No,Yes
1541,41,Female,20,58.39,Month-to-Month,DSL,1167.8,No,No
1542,63,Female,3,74.96,Month-to-Month,Fiber Optic,224.88,No,No
1543,61,Male,0,79.26,Month-to-Month,Fiber Optic,0.0,No,Yes
1544,36,Female,1,53.62,Two-Year,DSL,53.62,No,No
1545,34,Male,43,85.81,One-Year,Fiber Optic,3689.83,Yes,No
1546,47,Female,3,87.0,Month-to-Month,Fiber Optic,261.0,Yes,Yes
1547,30,Male,1,78.9,Month-to-Month,Fiber Optic,78.9,No,No
1548,45,Female,13,42.46,One-Year,None,551.98,Yes,No
1549,51,Female,44,45.57,Two-Year,DSL,2005.08,No,No
1550,56,Male,7,50.4,Month-to-Month,DSL,352.8,No,Yes
1551,40,Female,13,22.61,Month-to-Month,None,293.93,No,No
1552,39,Female,0,65.2,Two-Year,Fiber Optic,0.0,No,Yes
1553,31,Male,14,95.51,Month-to-Month,Fiber Optic,1337.14,Yes,Yes
1554,32,Female,20,75.89,Month-to-Month,Fiber Optic,1517.8,No,No
1555,39,Male,20,47.12,Two-Year,DSL,942.4,No,No
1556,46,Female,9,89.32,One-Year,Fiber Optic,803.88,Yes,No
1557,52,Male,9,50.84,Month-to-Month,DSL,457.56,No,No
1558,32,Female,2,70.48,Month-to-Month,DSL,140.96,Yes,No
1559,59,Female,10,54.1,Month-to-Month,DSL,541.0,No,Yes
1560,38,Female,2,33.9,Month-to-Month,None,67.8,No,Yes
1561,41,Male,34,55.9,Two-Year,DSL,1900.6,Yes,No
1562,33,Male,72,70.75,Month-to-Month,Fiber Optic,5094.0,No,No
1563,18,Male,72,20.72,One-Year,None,1491.84,No,No
1564,52,Male,48,79.83,Two-Year,Fiber Optic,3831.84,Yes,No
1565,50,Female,22,96.06,Month-to-Month,Fiber Optic,2113.32,Yes,No
1566,38,Female,28,72.47,Month-to-Month,Fiber Optic,2029.16,No,No
1567,42,Male,8,52.45,Month-to-Month,DSL,419.6,No,No
1568,48,Male,23,71.42,Two-Year,Fiber Optic,1642.66,No,No
1569,23,Male,14,72.31,Two-Year,Fiber Optic,1012.34,No,No
1570,35,Female,15,29.56,Month-to-Month,None,443.4,No,No
1571,51,Male,34,31.75,One-Year,None,1079.5,No,Yes
1572,26,Male,7,23.38,One-Year,None,163.66,No,No
